original_smiles,intervened_smiles,intervention_strategy,original_logp,intervened_logp,original_hbd,intervened_hbd,original_hba,intervened_hba,is_chemically_valid
S1(=O)(=O)NCC2(N1c1cc(F)ccc1)CC([NH+](CC2)Cc1cc(OC)ccc1)C,COc1cccc(C[NH+]2CCC3(CNS(=O)(=O)N3c3ccccc3)CC2C)c1,fluoro_aromatic,1.4949000000000001,1.3558,2,2,3,3,True
s1cccc1-c1cc(ccc1)C1([NH2+]CC(O)C(NC(=O)C)Cc2cc(F)cc(F)c2)CCCCC1,CC(=O)NC(Cc1cccc(F)c1)C(O)C[NH2+]C1(c2cccc(-c3cccs3)c2)CCCCC1,fluoro_aromatic,4.524400000000004,4.385300000000004,3,3,3,3,True
Fc1c(cccc1-c1cncnc1)C1(N=C(N)N(C)C1=O)c1ccc(OC(F)(F)F)cc1,CN1C(=O)C(c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cncnc3)c2)N=C1N,fluoro_aromatic,3.2116000000000007,3.0725000000000007,1,1,6,6,True
Fc1cc(ccc1OC)C1(N=C(N)N(C)C1=O)c1cc(ccc1)-c1cccnc1,COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1,fluoro_aromatic,2.9266000000000014,2.7875000000000005,1,1,5,5,True
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(-n2ccnc2)ccc1,CC(=O)NC(Cc1cccc(F)c1)C(O)C[NH2+]C1(c2cccc(-n3ccnc3)c2)CCCCC1,fluoro_aromatic,2.9816000000000003,2.8425000000000002,3,3,4,4,True
Fc1ccc(cc1OCC(F)F)[C@]1(N=C(N)N(C)C1=O)c1cc(C)c(OC(F)F)cc1,Cc1cc([C@]2(c3cccc(OCC(F)F)c3)N=C(N)N(C)C2=O)ccc1OC(F)F,fluoro_aromatic,3.409720000000002,3.270620000000002,1,1,5,5,True
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(ccc1)C1CCCC1=O,CC(=O)NC(Cc1cccc(F)c1)C(O)C[NH2+]C1(c2cccc(C3CCCC3=O)c2)CCCCC1,fluoro_aromatic,3.632500000000002,3.493400000000002,3,3,3,3,True
Fc1c2c(ccc1)[C@@]([NH+]=C2N)(C=1C=C(C)C(=O)N(C=1)CC)c1cc(ccc1)-c1cc(cnc1)C#CC,CC#Cc1cncc(-c2cccc([C@@]3(c4cc(C)c(=O)n(CC)c4)[NH+]=C(N)c4ccccc43)c2)c1,fluoro_aromatic,2.8405200000000006,2.7014200000000015,2,2,4,4,True
Clc1ccccc1-c1cc2c(Oc3c(cc(OC)cc3)C23N=C(OC3)N)cc1,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccccc3)ccc1O2,aromatic_chloro,4.709800000000004,4.056400000000003,1,1,5,5,True
Clc1ccccc1-c1n(Cc2nc(N)ccc2)c(cc1)-c1ccc(OCCCC#N)cc1,N#CCCCOc1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,aromatic_chloro,6.183580000000004,5.530180000000004,1,1,5,5,True
FC1(F)COC(=NC1(C)c1cc(NC(=O)c2ncc(OC(F)(F)F)cc2)ccc1F)N,CC1(c2cccc(NC(=O)c3ccc(OC(F)(F)F)cn3)c2)N=C(N)OCC1(F)F,fluoro_aromatic,3.567000000000001,3.427900000000001,2,2,6,6,True
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(ccc1)C(CO)(C)C,CC(=O)NC(Cc1cccc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)CO)c2)CCCCC1,fluoro_aromatic,3.065800000000001,2.9267000000000003,4,4,3,3,True
Clc1cc2CC(N=C(NC(Cc3cscc3-c3occn3)C(=O)[O-])c2cc1)(C)C,CC1(C)Cc2ccccc2C(NC(Cc2cscc2-c2ncco2)C(=O)[O-])=N1,aromatic_chloro,3.0886000000000013,2.4352,1,1,7,7,True
Clc1cc2CC(N=C(NC(Cc3cscc3-c3occn3)C(=O)[O-])c2cc1)(C)C,[H]C(Cc1cscc1-c1ncco1)NC1=NC(C)(C)Cc2cc(Cl)ccc21,carboxylic_acid,3.0886000000000013,4.970100000000004,1,1,7,5,True
Fc1cc(ccc1C)CC(NC(=O)C)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,CC(=O)NC(Cc1ccc(C)cc1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,fluoro_aromatic,3.5357200000000013,3.396620000000002,3,3,4,4,True
Fc1ncccc1-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1cn(nc1)CCCC,CCCCn1cc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)cn1,fluoro_aromatic,2.914600000000001,2.775500000000001,1,1,6,6,True
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCC(NC=O)CC1)c1cc(ccc1)C(C)(C)C,CC(=O)NC(Cc1cccc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCC(NC=O)CC1,fluoro_aromatic,2.8179000000000016,2.6788000000000016,4,4,3,3,True
Fc1ccc(cc1C#CCOC)[C@]1(N=C(N)N(C)C1=O)c1cc(C)c(OC(F)F)cc1,COCC#Cc1cccc([C@@]2(c3ccc(OC(F)F)c(C)c3)N=C(N)N(C)C2=O)c1,fluoro_aromatic,2.763720000000001,2.624620000000001,1,1,5,5,True
S1(=O)(=O)CC(Cc2cc(F)c3NCC4(CCC4)c3c2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3ccc4c(c3)C3(CCC3)CN4)C2O)c1,fluoro_aromatic,3.050600000000001,2.911500000000002,3,3,4,4,True
Fc1cc(cc(F)c1)CN1C(=O)C(N=C1N)(C1CCCCC1)c1ccccc1,NC1=NC(c2ccccc2)(C2CCCCC2)C(=O)N1Cc1cccc(F)c1,fluoro_aromatic,4.097500000000004,3.958400000000003,1,1,3,3,True
S1(=O)CC(Cc2cc(OCC(F)(F)F)c(N)c(F)c2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)CC(Cc3ccc(N)c(OCC(F)(F)F)c3)C2O)c1,fluoro_aromatic,3.060600000000001,2.921500000000001,3,3,4,4,True
Clc1cc(cnc1)-c1cc(ccc1)C1(N=C(C)C(=N1)N)C1CC1,CC1=NC(c2cccc(-c3cccnc3)c2)(C2CC2)N=C1N,aromatic_chloro,3.7965000000000027,3.1431000000000004,1,1,4,4,True
S1(=O)CC(Cc2cc(OC(COC)C(F)(F)F)c(N)c(F)c2)C(O)C([NH2+]CCCOC(C)(C)C)C1,COCC(Oc1cc(CC2CS(=O)CC([NH2+]CCCOC(C)(C)C)C2O)ccc1N)C(F)(F)F,fluoro_aromatic,1.783100000000001,1.6440000000000012,3,3,6,6,True
Fc1ccc(cc1-c1cncnc1)C1(N=C(N)c2c1cccc2F)c1cc(ncc1)C(F)F,NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cccc(F)c21,fluoro_aromatic,4.765200000000002,4.626100000000002,1,1,5,5,True
Clc1cc2nc(n(c2cc1)C(CC(=O)NCc1ccccc1)CC)N,CCC(CC(=O)NCc1ccccc1)n1c(N)nc2ccccc21,aromatic_chloro,3.9295000000000018,3.2761000000000005,2,2,4,4,True
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CC\C(=N\O)\CC1)c1cc(ccc1)C(C)(C)C,CC(=O)NC(Cc1cccc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCC(=NO)CC1,fluoro_aromatic,3.5335000000000027,3.3944000000000027,4,4,4,4,True
Clc1cc2nc(n(c2cc1)CCCC(=O)N(Cc1cc(F)ccc1)C)N,CN(Cc1cccc(F)c1)C(=O)CCCn1c(N)nc2ccccc21,aromatic_chloro,3.849800000000002,3.1964000000000006,1,1,4,4,True
Clc1cc2nc(n(c2cc1)CCCC(=O)N(Cc1cc(F)ccc1)C)N,CN(Cc1ccccc1)C(=O)CCCn1c(N)nc2cc(Cl)ccc21,fluoro_aromatic,3.849800000000002,3.710700000000001,1,1,4,4,True
Clc1cc(ccc1)-c1cc(ccc1)[C@@]1(OCCC(=[NH+]1)N)C,C[C@]1(c2cccc(-c3ccccc3)c2)[NH+]=C(N)CCO1,aromatic_chloro,2.0378000000000007,1.3843999999999999,2,2,2,2,True
s1cc(nc1)-c1cc(ccc1)C1([NH2+]CC(O)C(NC(=O)C)Cc2cc(F)cc(F)c2)CCCCC1,CC(=O)NC(Cc1cccc(F)c1)C(O)C[NH2+]C1(c2cccc(-c3cscn3)c2)CCCCC1,fluoro_aromatic,3.919400000000003,3.780300000000002,3,3,4,4,True
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(CC(C)C)C1=O)C)C(O)C[NH2+]Cc1cc(OC)ccc1,COc1cccc(C[NH2+]CC(O)C(Cc2cccc(F)c2)NC(=O)C(C)N2CCC(CC(C)C)C2=O)c1,fluoro_aromatic,2.4083000000000014,2.2692000000000014,3,3,4,4,True
Fc1cc(cc(F)c1)-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1ccncc1,CN1C(=O)C(c2ccncc2)(c2cccc(-c3cccc(F)c3)c2)N=C1N,fluoro_aromatic,3.057100000000003,2.918000000000002,1,1,4,4,True
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCC(Nc2ncccc2)CC1)c1cc(ccc1)C(C)(C)C,CC(=O)NC(Cc1cccc(F)c1)C(O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCC(Nc2ccccn2)CC1,fluoro_aromatic,4.579000000000004,4.439900000000003,4,4,4,4,True
Clc1ccc(nc1)C(=O)Nc1cc(C2(N=C(N)c3c(C2)cccc3)C)c(F)cc1,CC1(c2cc(NC(=O)c3ccccn3)ccc2F)Cc2ccccc2C(N)=N1,aromatic_chloro,4.303200000000002,3.6498000000000017,2,2,4,4,True
Clc1ccc(nc1)C(=O)Nc1cc(C2(N=C(N)c3c(C2)cccc3)C)c(F)cc1,CC1(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)Cc2ccccc2C(N)=N1,fluoro_aromatic,4.303200000000002,4.164100000000002,2,2,4,4,True
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CCCCC1)c1cc(cc(OC)c1)C(C)(C)C,COc1cc(C(C)(C)C)cc(C2([NH2+]CC(O)C(Cc3cccc(F)c3)NC(C)=O)CCCCC2)c1,fluoro_aromatic,4.102000000000003,3.962900000000002,3,3,3,3,True
S1(=O)(=O)CC(Cc2cc(CCO)c(O)cc2)C(O)C([NH2+]Cc2cc(ccc2)C(C)C)C1,[H]Cc1cc(CC2CS(=O)(=O)CC([NH2+]Cc3cccc(C(C)C)c3)C2O)ccc1O,hydroxyl,1.1306,1.9042199999999998,4,3,5,4,True
Fc1cc(cc(F)c1)CC(NC(=O)C)C(O)C[NH2+]C1(CC1)c1occ(n1)C(C)(C)C,CC(=O)NC(Cc1cccc(F)c1)C(O)C[NH2+]C1(c2nc(C(C)(C)C)co2)CC1,fluoro_aromatic,1.9111,1.7719999999999998,3,3,4,4,True
s1cc(nc1CC(C)(C)C)C1([NH2+]CC(O)C(NC(=O)C)Cc2cc(F)cc(F)c2)CC1,CC(=O)NC(Cc1cccc(F)c1)C(O)C[NH2+]C1(c2csc(CC(C)(C)C)n2)CC1,fluoro_aromatic,2.670700000000001,2.531600000000001,3,3,4,4,True
S1(=O)(=O)CC(Cc2cc(OC3CCC3)c(N)c(F)c2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3ccc(N)c(OC4CCC4)c3)C2O)c1,fluoro_aromatic,2.7169000000000016,2.5778000000000008,3,3,5,5,True
S1(=O)(=O)CC(Cc2cc(OCCF)c(N)c(F)c2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3ccc(N)c(OCCF)c3)C2O)c1,fluoro_aromatic,2.1339000000000015,1.994800000000001,3,3,5,5,True
Fc1cc(cc(F)c1)C[C@H](NC(=O)C)[C@H](O)C[NH2+]C1(CCOCC1)c1cc(-n2nccc2)ccc1,CC(=O)N[C@@H](Cc1cccc(F)c1)[C@H](O)C[NH2+]C1(c2cccc(-n3cccn3)c2)CCOCC1,fluoro_aromatic,1.8279000000000005,1.6888000000000003,3,3,5,5,True
Clc1ccc(cc1)C1(N=C(N)N(C)C1=O)c1ccccc1,CN1C(=O)C(c2ccccc2)(c2ccccc2)N=C1N,aromatic_chloro,2.3703000000000003,1.7169,1,1,3,3,True
O=C1N(CC2CCC(CC2)C(=O)[O-])C(=NC1(C1CCCCC1)c1ccccc1)N,[H]C1CCC(CN2C(=O)C(c3ccccc3)(C3CCCCC3)N=C2N)CC1,carboxylic_acid,2.1754,4.1994000000000025,1,1,5,3,True
S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C)c1ccc(F)cc1)-c1oc(cc1)C([NH3+])(Cc1ccccc1)C)C,CC(NC(=O)c1cc(-c2ccc(C(C)([NH3+])Cc3ccccc3)o2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,fluoro_aromatic,4.6723000000000035,4.5332000000000034,2,2,4,4,True
