original_smiles,intervened_smiles,intervention_strategy,original_qed,intervened_qed,original_mol_weight,intervened_mol_weight,original_logp,intervened_logp,original_hbd,intervened_hbd,original_hba,intervened_hba,is_chemically_valid
N[S](=O)(=O)c1cc(C(O)=O)c(NCc2occc2)cc1Cl,NS(=O)(=O)c1ccc(NCc2ccco2)c(C(=O)O)c1,aromatic_chloro,0.768936392874182,0.7624278425869753,330.00772013200003,296.046692484,1.8907,1.2373,3,3,5,5,True
N[S](=O)(=O)c1cc(C(O)=O)c(NCc2occc2)cc1Cl,[H]c1cc(S(N)(=O)=O)c(Cl)cc1NCc1ccco1,carboxylic_acid,0.768936392874182,0.902017827442098,330.00772013200003,286.017890892,1.8907,2.192500000000001,3,2,5,4,True
N[S](=O)(=O)c1cc(C(O)=O)c(NCc2occc2)cc1Cl,[H]c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,sulfonamide,0.768936392874182,0.8756597543372497,330.00772013200003,251.03492086,1.8907,3.2433000000000005,3,2,5,3,True
NC1=NC(=O)c2ncn(COC(CO)CO)c2N1,[H]C(CO)OCn1cnc2c(=O)nc(N)[nH]c21,hydroxyl,0.4854930576221492,0.554385971786765,255.096753896,225.086189212,-1.970899999999999,-1.3318000000000003,4,3,8,7,True
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3cccc(c3)C(F)(F)F,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccccc1,fluoro_aromatic,0.5509263977096905,0.7289058382568483,409.16649185600005,391.175913668,4.791000000000005,4.651900000000004,1,1,3,3,True
OCC1OC(C(O)C1O)N2C=CC(=O)NC2=O,[H]C1OC(n2ccc(=O)[nH]c2=O)C(O)C1O,hydroxyl,0.4435105912731592,0.49120820966534745,244.069536104,214.05897142,-2.8519000000000005,-2.2127999999999997,4,3,7,6,True
CCCC(CCC)C(O)=O,[H]C(CCC)CCC,carboxylic_acid,0.6423719745530849,0.47630987365330063,144.115029752,100.12520051199999,2.2874,2.976700000000002,1,0,1,0,True
OC(COc1ccc2OC(=CC(=O)c2c1)C(O)=O)COc3cccc4OC(=CC(=O)c34)C(O)=O,[H]c1cc(=O)c2cc(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)ccc2o1,carboxylic_acid,0.3454134595698074,0.4581257387224668,468.0692613319999,424.079432092,2.1145,2.4162999999999997,3,2,9,8,True
N[S](=O)(=O)c1cc2c(NCN[S]2(=O)=O)cc1Cl,NS(=O)(=O)c1ccc2c(c1)S(=O)(=O)NCN2,aromatic_chloro,0.6544582690300506,0.5999632047080248,296.964475416,263.003447768,-0.35129999999999945,-1.0046999999999995,3,3,5,5,True
N[S](=O)(=O)c1cc2c(NCN[S]2(=O)=O)cc1Cl,[H]c1cc2c(cc1Cl)NCNS2(=O)=O,sulfonamide,0.6544582690300506,0.6832729790978171,296.964475416,217.991676144,-0.35129999999999945,1.0012999999999999,3,2,5,3,True
N[S](=O)(=O)c1cc2c(NCN[S]2(=O)=O)cc1C(F)(F)F,[H]c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,sulfonamide,0.6699841555806898,0.7327512042158824,330.990832396,252.018033124,0.014100000000000501,1.3667,3,2,5,3,True
CC(C)Cc1ccc(cc1)C(C)C(O)=O,[H]C(C)c1ccc(CC(C)C)cc1,carboxylic_acid,0.8215995486924975,0.6383020155948513,206.130679816,162.140850576,3.073200000000001,3.4475000000000025,1,0,1,0,True
COc1ccc2n(c(C)c(CC(O)=O)c2c1)C(=O)c3ccc(Cl)cc3,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccccc1,aromatic_chloro,0.7678065120522066,0.7998699475784063,357.07678567199997,323.115758024,3.9273200000000026,3.2739200000000013,1,1,4,4,True
COc1ccc2n(c(C)c(CC(O)=O)c2c1)C(=O)c3ccc(Cl)cc3,[H]Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,carboxylic_acid,0.7678065120522066,0.6915946874345253,357.07678567199997,313.086956432,3.9273200000000026,4.608640000000004,1,0,4,3,True
c12c(c(ccc1)Cl)C(N(Cc1n2cnc1c1nc(on1)[C@](CO)(C)O)C)=O,CN1Cc2c(-c3noc([C@](C)(O)CO)n3)ncn2-c2ccccc2C1=O,aromatic_chloro,0.6939427442397786,0.7101826875830144,389.0890816719999,355.12805402399994,1.3610999999999998,0.7077,2,2,8,8,True
c1(c2c(cc(F)cc2)on1)C1CCN(CCc2c(n3c([C@@H](CCC3)O)nc2C)=O)CC1,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4ccccc34)CC1)CCC[C@H]2O,fluoro_aromatic,0.6902887957170617,0.7145589104900791,426.206718944,408.21614075599996,3.0813200000000016,2.9422200000000007,1,1,7,7,True
Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12,Cc1nnc2n1-c1ccccc1C(c1ccccc1)=NC2,aromatic_chloro,0.6893709827759431,0.6844573777440738,308.082874096,274.121846448,3.5801200000000026,2.9267200000000013,0,0,4,4,True
CC(C(O)=O)c1cccc(c1)C(=O)c2ccccc2,[H]C(C)c1cccc(C(=O)c2ccccc2)c1,carboxylic_acid,0.8528036890699656,0.7087109957592815,254.094294308,210.104465068,3.1057000000000015,3.480000000000002,1,0,2,1,True
OC(=O)C1CCn2c1ccc2C(=O)c3ccccc3,[H]C1CCn2c(C(=O)c3ccccc3)ccc21,carboxylic_acid,0.855918702387755,0.6998618399739323,255.089543276,211.099714036,2.2910000000000004,2.665300000000001,1,0,3,2,True
CC(=O)N1CCN(CC1)c2ccc(OC[C@H]3CO[C@@](Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccccc4Cl)O3)cc2)CC1,aromatic_chloro,0.45541449702144693,0.49803557470955667,530.148760736,496.187733088,4.2058000000000035,3.5524000000000022,0,0,7,7,True
CC(CCc1ccccc1)NCC(O)c2ccc(O)c(c2)C(N)=O,[H]c1cc(C(O)CNC(C)CCc2ccccc2)ccc1O,amide,0.5968389616111595,0.732676143825358,328.178692628,285.17287897600005,2.1353999999999997,3.036500000000001,4,3,4,3,True
N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,[H]C(N)Cc1ccc(O)c(O)c1,carboxylic_acid,0.5125069246930146,0.544872838506118,197.068807832,153.078978592,0.05219999999999991,0.5989999999999998,4,3,4,3,True
Cc1ccc(Cl)c(Nc2ccccc2C(O)=O)c1Cl,Cc1cccc(Nc2ccccc2C(=O)O)c1Cl,aromatic_chloro,0.8594044841056042,0.8748545232166112,295.01668395200005,261.055656304,4.743620000000003,4.090220000000001,2,2,2,2,True
Cc1ccc(Cl)c(Nc2ccccc2C(O)=O)c1Cl,[H]c1ccccc1Nc1c(Cl)ccc(C)c1Cl,carboxylic_acid,0.8594044841056042,0.7884365672517213,295.01668395200005,251.026854712,4.743620000000003,5.045420000000003,2,1,2,1,True
Cc1cccc(Nc2ccccc2C(O)=O)c1C,[H]c1ccccc1Nc1cccc(C)c1C,carboxylic_acid,0.8600549198257492,0.7655199643504225,241.11027872,197.12044948,3.7452400000000017,4.047040000000002,2,1,2,1,True
Clc1cccc(Cl)c1NC2=NCCN2,Clc1ccccc1NC1=NCCN1,aromatic_chloro,0.7764264211073744,0.7160448808671389,229.01735264799999,195.056325,2.3644999999999996,1.7110999999999996,2,2,3,3,True
OC[C@@H]1CC[C@@H](O1)n2cnc3C(=O)N=CNc23,[H]C1CC[C@H](n2cnc3c(=O)nc[nH]c32)O1,hydroxyl,0.7521450742487876,0.733845781075792,236.090940244,206.08037556,-0.21050000000000008,0.4285999999999998,2,1,6,5,True
Cc1ncc(n1CCO)[N+]([O-])=O,[H]Cn1c([N+](=O)[O-])cnc1C,hydroxyl,0.5158680082581498,0.42548187352350386,171.064391148,141.053826464,0.09201999999999982,0.6367199999999998,1,0,5,4,True
C1[C@@H]2[C@](C(=C3C(c4c(ccc(c4C[C@@H]13)N(C)C)O)=O)O)(C(C(C(N)=O)=C([C@H]2N(C)C)O)=O)O,[H]C1=C(O)[C@@H](N(C)C)[C@@H]2C[C@@H]3Cc4c(N(C)C)ccc(O)c4C(=O)C3=C(O)[C@]2(O)C1=O,amide,0.3983715598370968,0.5719482993874688,457.184900204,414.179086552,0.18660000000000165,1.3311000000000002,5,4,9,8,True
Clc1ccc(cc1)C(=O)NCCN2CCOCC2,O=C(NCCN1CCOCC1)c1ccccc1,aromatic_chloro,0.8976306233197456,0.8355340633873873,268.097855464,234.136827816,1.4019999999999997,0.7485999999999999,1,1,3,3,True
NC(=O)c1cnccn1,[H]c1cnccn1,amide,0.5507568071868295,0.4525571430979931,123.04326178,80.037448128,-0.4245000000000001,0.4765999999999999,1,0,3,2,True
CCc1nc(N)nc(N)c1c2ccc(Cl)cc2,CCc1nc(N)nc(N)c1-c1ccccc1,aromatic_chloro,0.856137149346395,0.7995481044348535,248.08287409599998,214.12184644799999,2.5238000000000005,1.8704,2,2,4,4,True
NC(Cc1ccc(cc1)N(CCCl)CCCl)C(O)=O,[H]C(N)Cc1ccc(N(CCCl)CCCl)cc1,carboxylic_acid,0.720239222897486,0.7638831914759238,304.07453317599993,260.084703936,1.925,2.4718,2,1,3,2,True
CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,[H]CC[C@H](NC(=O)c1ccc(N(C)Cc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)O,carboxylic_acid,0.29472034504927447,0.4362654626325722,454.1713158039999,410.181486564,0.2684000000000003,0.8136000000000001,5,4,10,9,True
CN1C(CCl)Nc2cc(Cl)c(cc2[S]1(=O)=O)[S](N)(=O)=O,CN1C(CCl)Nc2ccc(S(N)(=O)=O)cc2S1(=O)=O,aromatic_chloro,0.750846568027032,0.7405162658077793,358.95680319199994,324.99577554399997,0.5983000000000003,-0.05510000000000004,2,2,5,5,True
CN1C(CCl)Nc2cc(Cl)c(cc2[S]1(=O)=O)[S](N)(=O)=O,[H]c1cc2c(cc1Cl)NC(CCl)N(C)S2(=O)=O,sulfonamide,0.750846568027032,0.8003854043709754,358.95680319199994,279.98400392,0.5983000000000003,1.9508999999999999,2,1,5,3,True
C[C@](N)(Cc1ccc(O)c(O)c1)C(O)=O,[H][C@@](C)(N)Cc1ccc(O)c(O)c1,carboxylic_acid,0.5430485662212737,0.5752366970558928,211.084457896,167.094628656,0.4423000000000001,0.9874999999999998,4,3,4,3,True
CC(C)c1onc(n1)c2ncn3c2CN(C)C(=O)c4c(Cl)cccc34,CC(C)c1nc(-c2ncn3c2CN(C)C(=O)c2ccccc2-3)no1,aromatic_chloro,0.7029578775766742,0.7243203422333612,357.099252432,323.13822478400004,3.2847000000000017,2.6313000000000013,0,0,6,6,True
Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12,Cc1ncc2n1-c1ccccc1C(c1ccccc1F)=NC2,aromatic_chloro,0.6548850850710068,0.6725322563667039,325.07820331600004,291.117175668,4.324220000000003,3.6708200000000026,0,0,3,3,True
Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,fluoro_aromatic,0.6548850850710068,0.6629076511051774,325.07820331600004,307.087625128,4.324220000000003,4.185120000000003,0,0,3,3,True
CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O,[H]C1C=C[C@H](n2cc(C)c(=O)[nH]c2=O)O1,hydroxyl,0.6498890462135971,0.6363119076810932,224.079706864,194.06914218,-0.7090799999999999,-0.0699800000000001,2,1,5,4,True
Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)c(Cl)c1,Clc1ccc(C(Cn2ccnc2)OCc2ccccc2Cl)c(Cl)c1,aromatic_chloro,0.4616906207935435,0.5391871956552778,413.98602378799995,380.02499614000004,6.454800000000002,5.801400000000003,0,0,3,3,True
OCc1cccnc1,[H]c1cccnc1,hydroxyl,0.571659552744487,0.4531479654842905,109.052763844,79.04219916,0.5739,1.0816,1,0,2,1,True
OC(=O)CCc1oc(c2ccccc2)c(n1)c3ccccc3,[H]CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,carboxylic_acid,0.7711850955719793,0.6791503746732206,293.10519334,249.1153641,4.025800000000003,4.571000000000003,1,0,3,2,True
Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12,[H]c1cccnc1N(c1cc(C)ccn1)C1CC1,amide,0.861716125086419,0.8034124785650059,266.116761068,225.12659748,2.6512200000000004,3.0855200000000016,1,0,4,3,True
C1NCCN(C1)c1ccc(c(n1)Cl)C(F)(F)F,FC(F)(F)c1ccc(N2CCNCC2)nc1,aromatic_chloro,0.7890335810877849,0.7936955081961077,265.059359692,231.098332044,2.1634,1.5099999999999998,1,1,3,3,True
c1c2c(cc(c1)Cl)[C@@H]1[C@H](c3ccccc3O2)CNC1,c1ccc2c(c1)Oc1ccccc1[C@@H]1CNC[C@H]21,aromatic_chloro,0.7842082089382889,0.758998379254596,271.076391748,237.1153641,3.9163000000000032,3.262900000000001,1,1,2,2,True
c1c2c(cc(c1)Cl)[C@@H]1[C@H](c3ccccc3O2)CN(C1)C,CN1C[C@@H]2c3ccccc3Oc3ccccc3[C@@H]2C1,aromatic_chloro,0.7170507116408825,0.7089696478380223,285.092041812,251.131014164,4.258500000000004,3.605100000000003,0,0,2,2,True
NC1=NC(=O)N(C=C1)[C@H]2CC[C@@H](CO)O2,[H]C1CC[C@H](n2ccc(N)nc2=O)O1,hydroxyl,0.6875458801290977,0.668339648931823,211.095691276,181.085126592,-0.5046000000000008,0.1344999999999994,2,1,6,5,True
N[S](=O)(=O)Cc1noc2ccccc12,[H]Cc1noc2ccccc12,sulfonamide,0.7899579227288236,0.5498595132111734,212.025563116,133.052763844,0.6163,2.13622,1,0,4,2,True
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(O)=O,[H]C1N2C(=O)[C@@H](NC(=O)Cc3ccccc3)[C@H]2SC1(C)C,carboxylic_acid,0.7977632704521287,0.8563532154109345,334.09872805599997,290.1088988160001,0.8607999999999998,1.4076,2,1,4,3,True
CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4ccccc34)CC1)CCCC2,fluoro_aromatic,0.6577452185749304,0.6804302683923248,410.211804324,392.221226136,3.5904200000000026,3.4513200000000026,0,0,6,6,True
NC1=C(F)C=NC(=O)N1,Nc1ccnc(=O)[nH]1,fluoro_aromatic,0.4952172017431901,0.4670416161550293,129.033839968,111.04326178,-0.5088000000000001,-0.6479000000000001,2,2,3,3,True
CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(cc2[S]1(=O)=O)[S](N)(=O)=O,CN1C(CSCC(F)(F)F)Nc2ccc(S(N)(=O)=O)cc2S1(=O)=O,aromatic_chloro,0.7378988516920792,0.7735657155389085,438.970881236,405.00985358799994,1.655,1.0016000000000003,2,2,6,6,True
CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(cc2[S]1(=O)=O)[S](N)(=O)=O,[H]c1cc2c(cc1Cl)NC(CSCC(F)(F)F)N(C)S2(=O)=O,sulfonamide,0.7378988516920792,0.8998743989629202,438.970881236,359.99808196400005,1.655,3.007600000000001,2,1,6,4,True
CCCN(CCC)[S](=O)(=O)c1ccc(cc1)C(O)=O,[H]c1ccc(S(=O)(=O)N(CCC)CCC)cc1,carboxylic_acid,0.8330157421148818,0.7670718881808751,285.10347908800003,241.113649848,2.1955,2.497300000000001,1,0,3,2,True
NC(=O)c1ncn(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,[H]C1O[C@@H](n2cnc(C(N)=O)n2)[C@H](O)[C@@H]1O,hydroxyl,0.44284203167437103,0.5050656254174802,244.080769484,214.0702048,-3.0114999999999994,-2.3723999999999994,4,3,8,7,True
NC(=O)c1ncn(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,[H]c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,amide,0.44284203167437103,0.5059664696430283,244.080769484,201.074955832,-3.0114999999999994,-2.1104000000000003,4,3,8,7,True
OCc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12,OCc1ncc2n1-c1ccccc1C(c1ccccc1F)=NC2,aromatic_chloro,0.7751561487972362,0.7912473526071233,341.0731179360001,307.112090288,3.5081000000000024,2.854700000000001,1,1,4,4,True
OCc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12,OCc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,fluoro_aromatic,0.7751561487972362,0.7857910930121458,341.0731179360001,323.08253974800004,3.5081000000000024,3.3690000000000024,1,1,4,4,True
OCc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12,[H]c1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,hydroxyl,0.7751561487972362,0.6674471407187502,341.0731179360001,311.06255325200004,3.5081000000000024,4.015800000000002,1,0,4,3,True
CC(C)CO,[H]C(C)C,hydroxyl,0.4834802442445536,0.3854706587740357,74.07316494,44.062600255999996,0.6347,1.4163,1,0,1,0,True
Nc1ncnc2n(cnc12)C3OC(CO)C(O)C3O,[H]C1OC(n2cnc3c(N)ncnc32)C(O)C1O,hydroxyl,0.49051986767922323,0.561053802785875,267.096753896,237.086189212,-1.9799999999999998,-1.3409000000000002,4,3,9,8,True
c12c(C(N(Cc3n1cnc3c1noc(n1)C(CO)(CO)C)C)=O)c(ccc2)Cl,CN1Cc2c(-c3noc(C(C)(CO)CO)n3)ncn2-c2ccccc2C1=O,aromatic_chloro,0.6756178705066022,0.6966589777834539,403.10473173599996,369.143704088,1.4035999999999997,0.7501999999999999,2,2,8,8,True
c12c(C(N(Cc3n1cnc3c1noc(n1)C(CO)(CO)C)C)=O)c(ccc2)Cl,[H]C(C)(CO)c1nc(-c2ncn3c2CN(C)C(=O)c2c(Cl)cccc2-3)no1,hydroxyl,0.6756178705066022,0.7558615047858463,403.10473173599996,373.09416705200005,1.4035999999999997,2.2571000000000003,2,1,8,7,True
c12c(C(N(Cc3n1cnc3c1noc(n1)C(O)(C)C)C)=O)c(ccc2)Cl,CN1Cc2c(-c3noc(C(C)(C)O)n3)ncn2-c2ccccc2C1=O,aromatic_chloro,0.7403153472687978,0.7635873131130427,373.094167052,339.133139404,2.3887,1.7352999999999998,1,1,7,7,True
OC(=O)c1ccccc1O,[H]c1ccccc1O,carboxylic_acid,0.6102585058580265,0.514729544768675,138.031694052,94.041864812,1.0903999999999998,1.3922,2,1,2,1,True
CN1[C@@H]2CC(C[C@H]1[C@@H]3O[C@H]23)OC(=O)[C@H](CO)c4ccccc4,[H]C(C(=O)OC1C[C@@H]2[C@H]3O[C@H]3[C@H](C1)N2C)c1ccccc1,hydroxyl,0.6618093940597772,0.6162497923989498,303.147058152,273.136493468,0.9180999999999993,1.3846999999999994,1,0,5,4,True
OC(=O)C1=C\C(C=CC1=O)=N/Nc2ccc(cc2)[S](=O)(=O)Nc3ccccn3,[H]C1=C/C(=N\Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C=CC1=O,carboxylic_acid,0.3830911356969203,0.6339728435191319,398.068490548,354.0786613080001,1.8001999999999998,2.3454000000000006,3,2,7,6,True
CC(C)N1CCN(CC1)c2ccc(OC[C@H]3CO[C@@](Cn4cncn4)(O3)c5ccc(Cl)cc5Cl)cc2,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccccc4Cl)O3)cc2)CC1,aromatic_chloro,0.4245793739951387,0.4685808607279185,531.180395212,497.21936756400004,4.462700000000004,3.809300000000002,0,0,8,8,True
Cc1ncc2C(O)N=C(c3ccccc3F)c4cc(Cl)ccc4n12,Cc1ncc2n1-c1ccccc1C(c1ccccc1F)=NC2O,aromatic_chloro,0.7312827367279049,0.7505389471050792,341.0731179360001,307.112090288,3.815120000000002,3.1617200000000016,1,1,4,4,True
Cc1ncc2C(O)N=C(c3ccccc3F)c4cc(Cl)ccc4n12,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2O,fluoro_aromatic,0.7312827367279049,0.7424353863695544,341.0731179360001,323.08253974800004,3.815120000000002,3.676020000000003,1,1,4,4,True
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,[H]Cc1ccc(OCC(O)CNC(C)C)cc1,amide,0.6376739781676249,0.7714830470951082,266.163042564,223.157228912,0.45210000000000006,1.7327199999999996,3,2,4,3,True
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Br)cc3,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccccc1,fluoro_aromatic,0.6983745555932225,0.7288019668602747,419.0896192960001,401.09904110800005,4.534700000000004,4.3956000000000035,1,1,3,3,True
CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(O)=O,[H]c1cn2c3c(c(N4CCN(C)CC4)c(F)cc3c1=O)OCC2C,carboxylic_acid,0.8747398264671755,0.8043649196772578,361.14378433999997,317.1539551000001,1.544,1.8458,1,0,6,5,True
CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(O)=O,CC1COc2c(N3CCN(C)CC3)ccc3c(=O)c(C(=O)O)cn1c23,fluoro_aromatic,0.8747398264671755,0.8885196604127507,361.14378433999997,343.153206152,1.544,1.4049000000000003,1,1,6,6,True
CN1C(CNC(=O)c2cscc2)CN=C(c3ccccc3F)c4ccccc14,CN1c2ccccc2C(c2ccccc2)=NCC1CNC(=O)c1ccsc1,fluoro_aromatic,0.7289261344569876,0.7531187707746965,393.13111147999996,375.140533292,3.9730000000000034,3.8339000000000034,1,1,4,4,True
C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@H](C(=O)CO)[C@]4(C[C@H](O)[C@H]23)C=O,[H]C(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C=O,hydroxyl,0.7495819625294382,0.7897073028227463,360.1936739959999,330.183109312,1.8457,2.483200000000001,2,1,5,4,True
c1(cc(c(cc1)Cl)Cl)CC(N1CCCC[C@H]1CN1CCCC1)=O,O=C(Cc1ccc(Cl)cc1)N1CCCC[C@H]1CN1CCCC1,aromatic_chloro,0.814739745454348,0.8490115976857654,354.12656874799995,320.1655411,4.012800000000003,3.3594000000000026,0,0,2,2,True
c1(cc(c(cc1)Cl)Cl)CC(N1[C@@H](c2c(CC1)cccc2)CN1CCCC1)=O,O=C(Cc1ccc(Cl)cc1)N1CCc2ccccc2[C@H]1CN1CCCC1,aromatic_chloro,0.7352448491442822,0.8105492518643865,402.12656874799995,368.16554110000004,4.757700000000005,4.104300000000003,0,0,2,2,True
c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](c2c(CC1)scc2)CN1CCCC1)=O,O=C(Cc1cccc(Cl)c1)N1CCc2sccc2[C@H]1CN1CCCC1,aromatic_chloro,0.7230975516720279,0.8015488771503649,408.082989684,374.121962036,4.819200000000004,4.1658000000000035,0,0,3,3,True
N[S](=O)(=O)c1cc2c(NC(N[S]2(=O)=O)C(Cl)Cl)cc1Cl,NS(=O)(=O)c1ccc2c(c1)S(=O)(=O)NC(C(Cl)Cl)N2,aromatic_chloro,0.6564465021990212,0.6598032604463304,378.902180776,344.94115312800005,0.8210000000000011,0.1676000000000007,3,3,5,5,True
N[S](=O)(=O)c1cc2c(NC(N[S]2(=O)=O)C(Cl)Cl)cc1Cl,[H]c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,sulfonamide,0.6564465021990212,0.7817115118845903,378.902180776,299.92938150400005,0.8210000000000011,2.1735999999999995,3,2,5,3,True
c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](c2c(CC1)[nH]cn2)CN1CCCC1)=O,O=C(Cc1cccc(Cl)c1)N1CCc2[nH]cnc2[C@H]1CN1CCCC1,aromatic_chloro,0.8655691260821041,0.9139243094657685,392.117066684,358.156039036,3.480800000000002,2.827400000000001,1,1,3,3,True
c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](CN2CCCC2)CC(CC1)(C)C)=O,CC1(C)CCN(C(=O)Cc2cccc(Cl)c2)[C@@H](CN2CCCC2)C1,aromatic_chloro,0.7558082289822229,0.8207919908128156,382.15786887599995,348.196841228,4.648900000000004,3.9955000000000034,0,0,2,2,True
OC(=O)COCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,aromatic_chloro,0.7038936958101744,0.7384013545373791,388.15537034000005,354.194342692,3.148200000000002,2.4948000000000006,1,1,4,4,True
OC(=O)COCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,[H]COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,carboxylic_acid,0.7038936958101744,0.7944362949414444,388.15537034000005,344.1655411,3.148200000000002,3.693400000000003,1,0,4,3,True
OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O,[H]c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,carboxylic_acid,0.8932298763507215,0.9162226094807527,331.13321965599994,287.14339041600005,1.5833,1.8851,2,1,5,4,True
OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)ccc2c1=O,fluoro_aromatic,0.8932298763507215,0.8968361906419472,331.13321965599994,313.14264146799997,1.5833,1.4442,2,2,5,5,True
c1cn(CCO)c(CC)c(O)c1=O,[H]Cn1ccc(=O)c(O)c1CC,hydroxyl,0.6986843957839168,0.6433808610959133,183.089543276,153.078978592,0.10859999999999992,0.6532999999999998,2,1,4,3,True
c1cn(CCCCO)c(CC)c(O)c1=O,[H]CCCn1ccc(=O)c(O)c1CC,hydroxyl,0.7108617319340299,0.7678988786794048,211.120843404,181.11027872,0.8887999999999998,1.5263,2,1,4,3,True
CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,[H]C1O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1N=[N+]=[N-],hydroxyl,0.4454004294146897,0.45701381669779906,267.096753896,237.086189212,-0.19628000000000012,0.44282000000000005,2,1,6,5,True
CC(=O)c1ccc2Sc3ccccc3N(CCCN4CCN(CCO)CC4)c2c1,[H]CN1CCN(CCCN2c3ccccc3Sc3ccc(C(C)=O)cc32)CC1,hydroxyl,0.7040504664729512,0.7260185033823495,411.198048168,381.18748348400004,3.491900000000003,4.129400000000004,1,0,6,5,True
CC(=O)Nc1sc(nn1)[S](N)(=O)=O,[H]c1nnc(NC(C)=O)s1,sulfonamide,0.6318586926732331,0.6222912514150192,221.988132052,143.01533278,-0.8560999999999999,0.4964999999999999,2,1,6,4,True
CCO,[H]C,hydroxyl,0.40680796565539457,0.3597849378839701,46.041864812,16.031300127999998,-0.0014000000000000123,0.6361,1,0,1,0,True
CCOC(=O)c1ncn2c1CN(C)C(=O)c3cc(F)ccc23,CCOC(=O)c1ncn2c1CN(C)C(=O)c1ccccc1-2,fluoro_aromatic,0.793247744649229,0.78674708885039,303.101919528,285.11134134,1.7736999999999998,1.6346,0,0,5,5,True
